player_id;surname;name;position;club;price;last_season_in_premier_league
1411;John;Stones;Defender;Manchester City;5.5;Yes
1412;Rico;Lewis;Defender;Manchester City;5.0;Yes
1413;Nico;O'Reilly;Defender;Manchester City;5.0;Yes
1414;Vitor;Vitor Reis;Defender;Manchester City;5.0;Yes
1415;Omar;Marmoush;Midfielder;Manchester City;8.5;Yes
1416;Phil;Foden;Midfielder;Manchester City;8.0;Yes
1417;;Savio;Midfielder;Manchester City;7.0;Yes
1418;Bernardo;Silva;Midfielder;Manchester City;6.5;Yes
1419;Rayan;Cherki;Midfielder;Manchester City;6.5;No
1420;Jeremy;Doku;Midfielder;Manchester City;6.5;Yes
1421;Jack;Grealish;Midfielder;Manchester City;6.5;Yes
1422;Ilkay;Gundogan;Midfielder;Manchester City;6.5;Yes
1423;;Rodri;Midfielder;Manchester City;6.5;Yes
